reaction_id,level_A_module,level_B_subsystems,level_C_family,n_reactants,n_products,rate_law,reverse_partner_id,net_particle_number_change,free_ATP_net,free_ADP_net,free_AMP_net,free_GTP_net,free_GDP_net,free_PPi_net,free_Pi_PO4_net,free_CP_net,candidate_label,candidate_reason,required_assumption,conservation_consequence,osmotic_consequence,ionic_strength_consequence,data_needed_to_validate,HUMAN_REVIEW_REQUIRED
re0000000227,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS * MettRNAfMetCAU,re0000000226,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000228,aminoacylation,Aminoacylation_B_fMetCAU,aminoacylation_step,1,3,k1 * MetRS_AMP_MettRNAfMetCAU,,2,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000229,aminoacylation,Aminoacylation_B_fMetCAU,aminoacylation_step,1,2,k1 * MetRS_MettRNAfMetCAU,,1,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000230,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_tRNAfMetCAU * Met,re0000000232,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000231,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,re0000000260,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000232,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_Met_tRNAfMetCAU,re0000000230,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000233,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_tRNAfMetCAU * ATP,re0000000234,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000234,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_ATP_tRNAfMetCAU,re0000000233,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000235,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_ATP_tRNAfMetCAU * Met,re0000000236,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000236,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_Met_ATP_tRNAfMetCAU,re0000000235,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000237,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_Met_tRNAfMetCAU * ATP,re0000000238,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000238,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_Met_ATP_tRNAfMetCAU,re0000000237,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000239,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,1,k1 * MetRS_Met_ATP_tRNAfMetCAU,re0000000240,0,-1,0,0,0,0,1,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000240,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,1,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,re0000000239,0,1,0,0,0,0,-1,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000241,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS * tRNAfMetCAU,re0000000243,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000242,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_Met * tRNAfMetCAU,re0000000244,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000243,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_tRNAfMetCAU,re0000000241,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000244,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_Met_tRNAfMetCAU,re0000000242,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000245,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_ATP * tRNAfMetCAU,re0000000246,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000246,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_ATP_tRNAfMetCAU,re0000000245,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000247,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_Met_ATP * tRNAfMetCAU,re0000000248,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000248,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_Met_ATP_tRNAfMetCAU,re0000000247,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000249,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_MetAMP_PPi * tRNAfMetCAU,re0000000250,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000250,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,re0000000249,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000251,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_MetAMP * tRNAfMetCAU,re0000000252,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000252,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,1,2,k1 * MetRS_MetAMP_tRNAfMetCAU,re0000000251,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000253,aminoacylation,Aminoacylation_B_fMetCAU,aminoacylation_step,1,2,k1 * MetRS_tRNAfMetCAU,,1,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000254,aminoacylation,Aminoacylation_B_fMetCAU,aminoacylation_step,1,3,k1 * MetRS_ATP_tRNAfMetCAU,,2,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000255,aminoacylation,Aminoacylation_B_fMetCAU,aminoacylation_step,1,3,k1 * MetRS_Met_tRNAfMetCAU,,2,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000256,aminoacylation,Aminoacylation_B_fMetCAU,aminoacylation_step,1,4,k1 * MetRS_Met_ATP_tRNAfMetCAU,,3,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000257,aminoacylation,Aminoacylation_B_fMetCAU,aminoacylation_step,1,4,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,,3,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000258,aminoacylation,Aminoacylation_B_fMetCAU|Elongation_A_Met,aminoacylation_step,1,1,k1 * MettRNAfMetCAU,,0,0,0,0,0,0,0,0,0,DROP_CANDIDATE,"irreversible degradation/turnover step that returns monomers to the resource pools. A common simplification is to drop or first-order-lump it, but that BREAKS recycling/particle accounting, so it is explicitly not assumed here.",species/reaction irrelevant to all accounting targets,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000259,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * tRNAfMetCAU * Met,re0000000218,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000260,aminoacylation,Aminoacylation_B_fMetCAU,reversible_binding_step,2,1,k1 * MetRS_MetAMP_tRNAfMetCAU * PPi,re0000000231,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000261,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,2,1,k1 * EFTu * EFTs,re0000000262,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000262,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,1,2,k1 * EFTu_EFTs,re0000000261,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000263,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,2,1,k1 * EFTu_EFTs * GDP,re0000000264,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000264,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,1,2,k1 * EFTu_GDP_EFTs,re0000000263,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000265,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,1,2,k1 * EFTu_GDP_EFTs,re0000000266,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000266,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,2,1,k1 * EFTu_GDP * EFTs,re0000000265,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000267,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,1,2,k1 * EFTu_GDP,re0000000268,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000268,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,2,1,k1 * EFTu * GDP,re0000000267,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000269,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,2,1,k1 * EFTu_EFTs * GTP,re0000000270,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000270,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,1,2,k1 * EFTu_GTP_EFTs,re0000000269,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000271,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,1,2,k1 * EFTu_GTP_EFTs,re0000000272,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000272,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,2,1,k1 * EFTu_GTP * EFTs,re0000000271,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000273,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,2,1,k1 * EFTu * GTP,re0000000274,-1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
re0000000274,elongation,Elongation_A_Gly|Elongation_A_Met,reversible_binding_step,1,2,k1 * EFTu_GTP,re0000000273,1,0,0,0,0,0,0,0,0,LUMP_CANDIDATE,structurally one reversible step exported as a forward+reverse irreversible pair; can be re-combined into a single reversible reaction. Whether it also sits at FAST_EQUILIBRIUM needs timescale data (not derivable from SBML structure).,lumped intermediate stays near steady state,moiety/particle accounting must be re-derived post-reduction,net_particle_number_change must be preserved or compensated,not assessable: species charge/protonation undefined in SBML,timescale / concentration / flux evidence from PNAS SI Datasets,true
