species_id,sbml_initial_concentration,author_export_initial_value,functional_module,sbml_subsystems,primary_reduction_class,candidate_coarse_variable,conservation_family,scientific_review_class,detected_components,n_peptide,n_tRNA,n_RS30S,n_RS50S,n_ATP,n_ADP,n_AMP,n_GTP,n_GDP,n_GMP,n_PO4,n_PPi,n_CP,n_Cr,contains_ATP,contains_ADP,contains_AMP,contains_GTP,contains_GDP,contains_GMP,contains_PO4,contains_PPi,contains_CP,contains_Cr,reaction_as_reactant_count,reaction_as_product_count,confidence,needs_human_review,reason,rule_used
MTF,1,2.4,translation_initiation,FMet_tRNASynthesis,LUMP_FUNCTIONAL_POOL,MTF_active_pool,MTF_active_pool,SCIENTIFIC_DECISION_REQUIRED,MTF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,4,medium,true,formylation-module granularity (explicit vs pooled) is an open resolution decision; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R16_bare_mtf
MTF_FD,1,0,translation_initiation,FMet_tRNASynthesis,ENZYME_INTERMEDIATE,,MTF_active_pool,SCIENTIFIC_DECISION_REQUIRED,MTF + FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,2,high,true,transformylase intermediate complex; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R13_mtf_complex
MTF_FD_MettRNAfMetCAU,1,0,translation_initiation,FMet_tRNASynthesis,ENZYME_INTERMEDIATE,,MTF_active_pool,SCIENTIFIC_DECISION_REQUIRED,MTF + FD + MettRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,3,high,true,transformylase intermediate complex; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R13_mtf_complex
MTF_MettRNAfMetCAU,1,0,translation_initiation,FMet_tRNASynthesis,ENZYME_INTERMEDIATE,,MTF_active_pool,SCIENTIFIC_DECISION_REQUIRED,MTF + MettRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,2,high,true,transformylase intermediate complex; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R13_mtf_complex
MTF_THF,1,0,translation_initiation,FMet_tRNASynthesis,ENZYME_INTERMEDIATE,,MTF_active_pool,SCIENTIFIC_DECISION_REQUIRED,MTF + THF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,2,high,true,transformylase intermediate complex; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R13_mtf_complex
MTF_THF_fMettRNAfMetCAU,1,0,translation_initiation,FMet_tRNASynthesis,ENZYME_INTERMEDIATE,,MTF_active_pool,SCIENTIFIC_DECISION_REQUIRED,MTF + THF + fMettRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,3,high,true,transformylase intermediate complex; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R13_mtf_complex
MTF_degraded,1,0,degradation,FMet_tRNASynthesis,DEGRADED_SINK,,MTF_degraded_pool,NONE,MTF + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,7,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
MTF_fMettRNAfMetCAU,1,0,translation_initiation,FMet_tRNASynthesis,ENZYME_INTERMEDIATE,,MTF_active_pool,SCIENTIFIC_DECISION_REQUIRED,MTF + fMettRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,2,high,true,transformylase intermediate complex; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R13_mtf_complex
Met,1,300,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,Met,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,10,high,false,free amino acid; module-label only: name-prior=amino_acid vs topology=aminoacylation (species legitimately acts in several modules),R03_free_aminoacid
MetAMP,1,0,energy_regeneration,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,,MODULE_LABEL_CONFLICT_ONLY,Met + AMP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,2,6,medium,false,free aminoacyl-adenylate (aaRS mechanism intermediate); AMP moiety recorded for the adenylate ledger; module-label only: name-prior=aminoacylation vs topology=energy_regeneration (species legitimately acts in several modules),R09_aminoacyl_amp
MetRS,1,0.44,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,LUMP_FUNCTIONAL_POOL,MetRS_active_pool,MetRS_active_pool,NONE,MetRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,6,high,false,free synthetase; member of <F>_active_pool (GlyRS and MetRS are not interchangeable),R15_bare_aars
MetRS_AMP,1,0,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + AMP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,3,2,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_AMP_MettRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + AMP + MettRNAfMetCAU,0,1,0,0,0,0,1,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_ATP,1,0,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + ATP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_ATP_tRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + ATP + tRNAfMetCAU,0,1,0,0,1,0,0,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_Met,1,0,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_MetAMP,1,0,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met + AMP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_MetAMP_PPi,1,0,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met + AMP + PPi,0,0,0,0,0,0,1,0,0,0,0,1,0,0,false,false,true,false,false,false,false,true,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_MetAMP_PPi_tRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met + AMP + PPi + tRNAfMetCAU,0,1,0,0,0,0,1,0,0,0,0,1,0,0,false,false,true,false,false,false,false,true,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_MetAMP_tRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met + AMP + tRNAfMetCAU,0,1,0,0,0,0,1,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_Met_ATP,1,0,aminoacylation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met + ATP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,false,false,5,4,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_Met_ATP_tRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met + ATP + tRNAfMetCAU,0,1,0,0,1,0,0,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,false,false,5,4,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_Met_tRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + Met + tRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_MettRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + MettRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,2,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MetRS_degraded,1,0,degradation,Aminoacylation_A_Met|Aminoacylation_B_fMetCAU,DEGRADED_SINK,,MetRS_degraded_pool,NONE,MetRS + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,15,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
MetRS_tRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU,ENZYME_INTERMEDIATE,,MetRS_active_pool,NONE,MetRS + tRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,3,high,false,aminoacyl-tRNA synthetase intermediate complex,R12_aars_complex
MettRNAfMetCAU,1,0,aminoacylation,Aminoacylation_B_fMetCAU|Elongation_A_Met|FMet_tRNASynthesis,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,MettRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,11,high,false,aminoacyl/charged tRNA (distinct from peptidyl-tRNA); charging ledger entity; module-label only: name-prior=tRNA vs topology=aminoacylation (species legitimately acts in several modules),R05_charged_trna
MettRNAfMetCAU_degraded,1,0,degradation,Aminoacylation_B_fMetCAU|Elongation_A_Met,DEGRADED_SINK,,,NONE,MettRNAfMetCAU + degraded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,2,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
NDK,1,1.8,energy_regeneration,EnergyRegeneration_B,LUMP_FUNCTIONAL_POOL,NDK_active_pool,NDK_active_pool,NONE,NDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,4,high,false,free energy enzyme; member of <F>_active_pool (enzymes are NOT interchangeable),R14_bare_energy_enzyme
NDK_ADP,1,0,energy_regeneration,EnergyRegeneration_B,ENZYME_INTERMEDIATE,,NDK_active_pool,NONE,NDK + ADP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,3,2,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
NDK_ATP,1,0,energy_regeneration,EnergyRegeneration_B,ENZYME_INTERMEDIATE,,NDK_active_pool,NONE,NDK + ATP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,false,false,3,2,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
NDK_GDP,1,0,energy_regeneration,EnergyRegeneration_B,ENZYME_INTERMEDIATE,,NDK_active_pool,NONE,NDK + GDP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,3,2,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
NDK_GDP_ATP,1,0,energy_regeneration,EnergyRegeneration_B,ENZYME_INTERMEDIATE,,NDK_active_pool,NONE,NDK + GDP + ATP,0,0,0,0,1,0,0,0,1,0,0,0,0,0,true,false,false,false,true,false,false,false,false,false,4,3,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
NDK_GTP,1,0,energy_regeneration,EnergyRegeneration_B,ENZYME_INTERMEDIATE,,NDK_active_pool,NONE,NDK + GTP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,3,2,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
NDK_GTP_ADP,1,0,energy_regeneration,EnergyRegeneration_B,ENZYME_INTERMEDIATE,,NDK_active_pool,NONE,NDK + GTP + ADP,0,0,0,0,0,1,0,1,0,0,0,0,0,0,false,true,false,true,false,false,false,false,false,false,4,3,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
NDK_degraded,1,0,degradation,EnergyRegeneration_B,DEGRADED_SINK,,NDK_degraded_pool,NONE,NDK + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,7,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
PO4,1,0,translation_elongation,Elongation_B|Elongation_Ca2_pept0002|Elongation_Ca2_pept0003|EnergyRegeneration_D|Initiation_C|SmallMolecules|Termination_B_RF1|Termination_B_RF2|Termination_C,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,PO4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,false,false,false,false,true,false,false,false,16,51,high,false,free small-molecule energy resource; module-label only: name-prior=energy_regeneration vs topology=translation_elongation (species legitimately acts in several modules),R02_free_resource
PPi,1,0,aminoacylation,Aminoacylation_A_Gly|Aminoacylation_A_Met|Aminoacylation_B_GlyGCC|Aminoacylation_B_fMetCAU|EnergyRegeneration_D|SmallMolecules,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,PPi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,true,false,false,7,12,high,false,free small-molecule energy resource; module-label only: name-prior=energy_regeneration vs topology=aminoacylation (species legitimately acts in several modules),R02_free_resource
PPiase,1,0.16,energy_regeneration,EnergyRegeneration_D,LUMP_FUNCTIONAL_POOL,PPiase_active_pool,PPiase_active_pool,NONE,PPiase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,2,high,false,free energy enzyme; member of <F>_active_pool (enzymes are NOT interchangeable),R14_bare_energy_enzyme
PPiase_PO4,1,0,energy_regeneration,EnergyRegeneration_D,ENZYME_INTERMEDIATE,,PPiase_active_pool,NONE,PPiase + PO4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,false,false,false,false,true,false,false,false,3,2,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
PPiase_PO4_PO4,1,0,energy_regeneration,EnergyRegeneration_D,ENZYME_INTERMEDIATE,,PPiase_active_pool,NONE,PPiase + PO4 + PO4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false,false,false,false,false,false,true,false,false,false,3,2,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
PPiase_PPi,1,0,energy_regeneration,EnergyRegeneration_D,ENZYME_INTERMEDIATE,,PPiase_active_pool,NONE,PPiase + PPi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,true,false,false,3,2,high,false,energy-enzyme substrate complex; bound resources + enzyme family recorded,R11_energy_enzyme_complex
PPiase_degraded,1,0,degradation,EnergyRegeneration_D,DEGRADED_SINK,,PPiase_degraded_pool,NONE,PPiase + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,4,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
Pept0002,1,0,peptide_product,Elongation_Ca1_GlyGCC|Elongation_Ca2_pept0003,KEEP_EXPLICIT,,,NONE,Pept0002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,1,16,high,false,free peptide product,R06_peptide_product
Pept0002_degraded,1,0,degradation,Elongation_Ca1_GlyGCC|Elongation_Ca2_pept0003,DEGRADED_SINK,,,NONE,Pept0002 + degraded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,1,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
Pept0002tRNAGlyGCC,1,0,peptide_product,Elongation_Ca1_GlyGCC|Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,peptidyl_tRNA,,SCIENTIFIC_DECISION_REQUIRED,Pept0002 + tRNAGlyGCC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,1,13,medium,true,peptidyl-tRNA (not aminoacyl-tRNA): carries one peptide moiety + one tRNA moiety; must be double-counted in peptide AND tRNA ledgers,R22_peptidyl_trna
Pept0002tRNAGlyGCC_degraded,1,0,degradation,Elongation_Ca1_GlyGCC|Elongation_Ca2_pept0002,DEGRADED_SINK,,,NONE,Pept0002 + tRNAGlyGCC + degraded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,1,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
Pept0003,1,0,translation_termination,Termination_A_RF1|Termination_A_RF2,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,Pept0003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,2,2,high,false,free peptide product; module-label only: name-prior=peptide_product vs topology=translation_termination (species legitimately acts in several modules),R06_peptide_product
Pept0003tRNAGlyGCC,1,0,peptide_product,Elongation_Ca2_pept0003|Termination_A_RF1|Termination_A_RF2,LUMP_FUNCTIONAL_POOL,peptidyl_tRNA,,SCIENTIFIC_DECISION_REQUIRED,Pept0003 + tRNAGlyGCC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,1,19,medium,true,peptidyl-tRNA (not aminoacyl-tRNA): carries one peptide moiety + one tRNA moiety; must be double-counted in peptide AND tRNA ledgers,R22_peptidyl_trna
Pept0003tRNAGlyGCC_degraded,1,0,degradation,Elongation_Ca2_pept0003|Termination_A_RF1|Termination_A_RF2,DEGRADED_SINK,,,NONE,Pept0003 + tRNAGlyGCC + degraded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,1,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
RF1,1,0.2,translation_termination,Termination_A_RF1|Termination_B_RF1,LUMP_FUNCTIONAL_POOL,RF1_active_pool,RF1_active_pool,NONE,RF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,16,high,false,free translation factor; member of <F>_active_pool (per-protein; factors are not interchangeable),R17_bare_factor
RF1_degraded,1,0,degradation,Termination_A_RF1|Termination_B_RF1,DEGRADED_SINK,,RF1_degraded_pool,NONE,RF1 + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,6,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
RF2,1,0.2,translation_termination,Termination_A_RF2|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,RF2_active_pool,RF2_active_pool,NONE,RF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,16,high,false,free translation factor; member of <F>_active_pool (per-protein; factors are not interchangeable),R17_bare_factor
RF2_degraded,1,0,degradation,Termination_A_RF2|Termination_B_RF2,DEGRADED_SINK,,RF2_degraded_pool,NONE,RF2 + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,6,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
RF3,1,0.7,energy_regeneration,Termination_B_RF1|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,RF3_active_pool,RF3_active_pool,MODULE_LABEL_CONFLICT_ONLY,RF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,28,high,false,free translation factor; member of <F>_active_pool (per-protein; factors are not interchangeable); module-label only: name-prior=translation_termination vs topology=energy_regeneration (species legitimately acts in several modules),R17_bare_factor
RF3_GDP,1,0,translation_termination,Termination_B_RF1|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,RF3_active_pool,RF3_active_pool,NONE,RF3 + GDP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,5,4,medium,false,soluble translation-factor nucleotide state,R18_factor_complex
RF3_GTP,1,0,translation_termination,Termination_B_RF1|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,RF3_active_pool,RF3_active_pool,NONE,RF3 + GTP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,4,3,medium,false,soluble translation-factor nucleotide state,R18_factor_complex
RF3_degraded,1,0,degradation,Termination_B_RF1|Termination_B_RF2,DEGRADED_SINK,,RF3_degraded_pool,NONE,RF3 + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,12,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
RRF,1,16,ribosome_recycling,Termination_C,LUMP_FUNCTIONAL_POOL,RRF_active_pool,RRF_active_pool,MODULE_LABEL_CONFLICT_ONLY,RRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,25,high,false,free translation factor; member of <F>_active_pool (per-protein; factors are not interchangeable); module-label only: name-prior=translation_termination vs topology=ribosome_recycling (species legitimately acts in several modules),R17_bare_factor
RRF_degraded,1,0,degradation,Termination_C,DEGRADED_SINK,,RRF_degraded_pool,NONE,RRF + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,9,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
RS30S,1,0,translation_initiation,Elongation_B|Elongation_Ca1_GlyGCC|Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002|Elongation_Ca2_pept0003|Initiation_B1|Initiation_B2|Initiation_C|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,LUMP_FUNCTIONAL_POOL,R30_free,RS30S_active_pool,NONE,RS30S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,8,181,high,false,free 30S subunit; kept separate from 50S to preserve subunit-limiting information,R21_free_30S
RS30S_IF1,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;RS30S_active_pool,NONE,RS30S + IF1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,8,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF2_GTP,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF2 + GTP,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF2_GTP_fMettRNAfMetCAU,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF2 + GTP + fMettRNAfMetCAU,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF2_GTP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF2 + GTP + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,9,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF2_GTP_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF2 + GTP + mRNA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF3,1,0,translation_initiation,Initiation_B1,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,9,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF3_IF2_GTP,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF3 + IF2 + GTP,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,9,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF3_IF2_GTP_fMettRNAfMetCAU,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF3 + IF2 + GTP + fMettRNAfMetCAU,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,9,5,high,false,30S/70S initiation-complex micro-state,R21_init
